cve	epss	percentile
cve	epss	percentile
cve	epss	percentile
cve	epss	percentile
CVE-2016-0002,0.48772,0.97569		
CVE-2016-0003,0.08219,0.91716		
CVE-2016-0005,0.36628,0.96867		
CVE-2016-0006,0.04873,0.88943		
CVE-2016-0007,0.01979,0.82525		
CVE-2016-0008,0.12906,0.9362		
CVE-2016-0009,0.24571,0.95757		
CVE-2016-0010,0.59618,0.98089		
CVE-2016-0011,0.01371,0.79161		
CVE-2016-0012,0.13313,0.93736		
CVE-2016-0014,0.02497,0.84443		
CVE-2016-0015,0.68256,0.98469		
CVE-2016-0016,0.05799,0.89973		
CVE-2016-0018,0.06818,0.90789		
CVE-2016-0019,0.04602,0.88615		
CVE-2016-0020,0.00666,0.69999		
CVE-2016-0021,0.32934,0.96593		
CVE-2016-0022,0.23769,0.95638		
CVE-2016-0024,0.32396,0.96543		
CVE-2016-0025,0.2879,0.9623		
CVE-2016-0026,0.07184,0.91063		
CVE-2016-0028,0.21373,0.95298		
CVE-2016-0029,0.01465,0.79788		
CVE-2016-0030,0.01465,0.79788		
CVE-2016-0031,0.01465,0.79788		
CVE-2016-0032,0.01465,0.79788		
CVE-2016-0033,0.17782,0.94713		
CVE-2016-0034,0.50068,0.9763		
CVE-2016-0035,0.2443,0.95739		
CVE-2016-0036,0.14997,0.94143		
CVE-2016-0037,0.45607,0.97402		
CVE-2016-0038,0.24943,0.95795		
CVE-2016-0039,0.01359,0.79057		
CVE-2016-0040,0.66413,0.98394		
CVE-2016-0041,0.62575,0.98229		
CVE-2016-0042,0.01469,0.79814		
CVE-2016-0044,0.31023,0.96436		
CVE-2016-0046,0.27234,0.9606		
CVE-2016-0047,0.30208,0.96362		
CVE-2016-0048,0.00683,0.70378		
CVE-2016-0049,0.0203,0.82769		
CVE-2016-0050,0.51372,0.97694		
CVE-2016-0051,0.77175,0.98888		
CVE-2016-0052,0.23769,0.95638		
CVE-2016-0053,0.24923,0.95792		
CVE-2016-0054,0.30887,0.96424		
CVE-2016-0055,0.31921,0.96506		
CVE-2016-0056,0.26142,0.95938		
CVE-2016-0057,0.00358,0.57045		
CVE-2016-0058,0.22482,0.95443		
CVE-2016-0059,0.18192,0.94791		
CVE-2016-0060,0.37682,0.96947		
CVE-2016-0061,0.22758,0.95485		
CVE-2016-0062,0.22758,0.95485		
CVE-2016-0063,0.43986,0.97321		
CVE-2016-0064,0.25878,0.95907		
CVE-2016-0067,0.25878,0.95907		
CVE-2016-0068,0.21533,0.95319		
CVE-2016-0069,0.25758,0.9589		
CVE-2016-0070,0.03106,0.86078		
CVE-2016-0071,0.25878,0.95907		
CVE-2016-0072,0.18415,0.94832		
CVE-2016-0073,0.02609,0.84785		
CVE-2016-0075,0.05869,0.9003		
CVE-2016-0077,0.08391,0.91803		
CVE-2016-0079,0.02609,0.84785		
CVE-2016-0080,0.11346,0.93126		
CVE-2016-0084,0.23141,0.95546		
CVE-2016-0087,0.00992,0.75653		
CVE-2016-0088,0.00482,0.63888		
CVE-2016-0089,0.00386,0.58693		
CVE-2016-0090,0.00649,0.69536		
CVE-2016-0091,0.34491,0.96725		
CVE-2016-0092,0.46145,0.97435		
CVE-2016-0093,0.01359,0.79052		
CVE-2016-0094,0.01359,0.79052		
CVE-2016-0095,0.16673,0.94507		
CVE-2016-0096,0.00399,0.59521		
CVE-2016-0098,0.47853,0.97518		
CVE-2016-0099,0.90662,0.99573		
CVE-2016-0100,0.69609,0.98536		
CVE-2016-0101,0.47853,0.97518		
CVE-2016-0102,0.18666,0.94879		
CVE-2016-0103,0.137,0.93837		
CVE-2016-0104,0.18282,0.94809		
CVE-2016-0105,0.22837,0.95499		
CVE-2016-0106,0.22837,0.95499		
CVE-2016-0107,0.22837,0.95499		
CVE-2016-0108,0.42429,0.97243		
CVE-2016-0109,0.28528,0.96194		
CVE-2016-0110,0.22837,0.95499		
CVE-2016-0111,0.49573,0.9761		
CVE-2016-0112,0.22837,0.95499		
CVE-2016-0113,0.22837,0.95499		
CVE-2016-0114,0.22837,0.95499		
CVE-2016-0116,0.16245,0.94412		
CVE-2016-0117,0.44028,0.97324		
CVE-2016-0118,0.46145,0.97435		
CVE-2016-0120,0.41914,0.97208		
CVE-2016-0121,0.4172,0.97198		
CVE-2016-0122,0.41159,0.97169		
CVE-2016-0123,0.22837,0.95499		
CVE-2016-0124,0.18282,0.94809		
CVE-2016-0125,0.06123,0.90242		
CVE-2016-0126,0.31597,0.96486		
CVE-2016-0127,0.23769,0.95638		
CVE-2016-0128,0.16579,0.9449		
CVE-2016-0129,0.18282,0.94809		
CVE-2016-0130,0.18282,0.94809		
CVE-2016-0132,0.24484,0.95743		
CVE-2016-0133,0.00385,0.58642		
CVE-2016-0134,0.42109,0.97219		
CVE-2016-0135,0.00409,0.60164		
CVE-2016-0136,0.43214,0.97282		
CVE-2016-0137,0.06542,0.90585		
CVE-2016-0138,0.16066,0.94377		
CVE-2016-0139,0.31921,0.96506		
CVE-2016-0140,0.29275,0.9627		
CVE-2016-0141,0.0771,0.91416		
CVE-2016-0142,0.19734,0.95059		
CVE-2016-0143,0.0524,0.89397		
CVE-2016-0145,0.70123,0.98555		
CVE-2016-0147,0.3581,0.96824		
CVE-2016-0148,0.07287,0.91133		
CVE-2016-0149,0.15754,0.943		
CVE-2016-0150,0.41162,0.9717		
CVE-2016-0151,0.59189,0.98069		
CVE-2016-0152,0.05015,0.89116		
CVE-2016-0153,0.35306,0.9678		
CVE-2016-0154,0.22692,0.95473		
CVE-2016-0155,0.14391,0.94		
CVE-2016-0156,0.16245,0.94412		
CVE-2016-0157,0.14319,0.93984		
CVE-2016-0158,0.18796,0.949		
CVE-2016-0159,0.132,0.93703		
CVE-2016-0160,0.02387,0.84088		
CVE-2016-0161,0.23862,0.95647		
CVE-2016-0162,0.18569,0.94858		
CVE-2016-0164,0.16929,0.94546		
CVE-2016-0165,0.11623,0.93224		
CVE-2016-0166,0.132,0.93703		
CVE-2016-0167,0.02024,0.82744		
CVE-2016-0168,0.68305,0.98471		
CVE-2016-0169,0.68305,0.98471		
CVE-2016-0170,0.73746,0.98717		
CVE-2016-0171,0.04066,0.87886		
CVE-2016-0173,0.01074,0.76536		
CVE-2016-0174,0.00557,0.66829		
CVE-2016-0175,0.0021,0.43738		
CVE-2016-0176,0.00643,0.69377		
CVE-2016-0178,0.24402,0.95736		
CVE-2016-0179,0.23163,0.9555		
CVE-2016-0180,0.01498,0.8006		
CVE-2016-0181,0.00114,0.31428		
CVE-2016-0182,0.42911,0.97269		
CVE-2016-0183,0.35188,0.96773		
CVE-2016-0184,0.22391,0.95432		
CVE-2016-0185,0.82752,0.99172		
CVE-2016-0186,0.27002,0.96035		
CVE-2016-0187,0.22837,0.95499		
CVE-2016-0188,0.32657,0.96569		
CVE-2016-0189,0.92512,0.99715		
CVE-2016-0190,0.01072,0.76518		
CVE-2016-0191,0.27002,0.96035		
CVE-2016-0192,0.27071,0.96044		
CVE-2016-0193,0.27002,0.96035		
CVE-2016-0194,0.00907,0.74489		
CVE-2016-0195,0.2636,0.95962		
CVE-2016-0196,0.00465,0.63098		
CVE-2016-0197,0.01498,0.8006		
CVE-2016-0198,0.25849,0.959		
CVE-2016-0199,0.68343,0.98474		
CVE-2016-0200,0.20525,0.95183		
CVE-2016-0201,0.00358,0.57028		
CVE-2016-0202,0.00108,0.30294		
CVE-2016-0203,0.00117,0.31864		
CVE-2016-0204,0.0016,0.37974		
CVE-2016-0205,0.0005,0.15377		
CVE-2016-0206,0.00169,0.39011		
CVE-2016-0207,0.00119,0.32139		
CVE-2016-0208,0.00582,0.67682		
CVE-2016-0209,0.00272,0.50324		
CVE-2016-0210,0.00352,0.56675		
CVE-2016-0211,0.01549,0.80366		
CVE-2016-0212,0.03235,0.86368		
CVE-2016-0213,0.03235,0.86368		
CVE-2016-0214,0.00482,0.6391		
CVE-2016-0215,0.00538,0.66229		
CVE-2016-0216,0.03235,0.86368		
CVE-2016-0217,0.00158,0.37716		
CVE-2016-0218,0.00158,0.37716		
CVE-2016-0219,0.00395,0.59256		
CVE-2016-0221,0.00241,0.47459		
CVE-2016-0222,0.00108,0.30353		
